"chr","first_coord","gene_systematic_name"
1,9637,"X"
1,9690,"X"
1,9752,"X"
1,9796,"X"
1,9908,"X"
1,9957,"X"
1,10003,"X"
1,10091,"YAL066W"
1,10182,"X"
1,10224,"X"
1,10390,"X"
1,10513,"X"
1,10595,"X"
1,10641,"X"
1,10791,"X"
1,10810,"X"
1,10838,"X"
1,10842,"X"
1,10862,"X"
1,10873,"X"
1,11168,"X"
1,11271,"X"
1,11279,"X"
1,11308,"X"
1,11402,"X"
1,11457,"X"
1,11497,"X"
1,11507,"X"
1,11551,"X"
1,11686,"X"
1,11835,"X"
1,11993,"X"
1,12046,"YAL064W-B"
1,12146,"X"
1,12341,"X"
1,12423,"X"
1,12437,"X"
1,12494,"X"
1,12542,"X"
1,12590,"X"
1,12638,"X"
1,12686,"X"
1,12734,"X"
1,12782,"X"
1,12830,"X"
1,12949,"X"
1,12956,"X"
1,12965,"X"
1,13025,"X"
1,13154,"X"
1,13170,"X"
1,13211,"X"
1,13336,"X"
1,13350,"X"
1,13474,"X"
1,13550,"X"
1,13575,"X"
1,13644,"X"
1,13831,"X"
1,14018,"X"
1,14071,"X"
1,14141,"X"
1,14200,"X"
1,14240,"X"
1,14280,"X"
1,14519,"X"
1,14798,"X"
1,14811,"X"
1,14942,"X"
1,15247,"X"
1,15254,"X"
1,15286,"X"
1,15408,"X"
1,15508,"X"
1,15611,"X"
1,15668,"X"
1,15745,"X"
1,15791,"X"
1,15804,"X"
1,15835,"X"
1,15913,"X"
1,15943,"X"
1,16016,"X"
1,16048,"X"
1,16114,"X"
1,16299,"X"
1,16347,"X"
1,16439,"X"
1,16505,"X"
1,16521,"X"
1,16531,"X"
1,16572,"X"
1,16641,"X"
1,16716,"X"
1,16730,"X"
1,16750,"X"
1,16816,"X"
1,16823,"X"
1,16833,"X"
1,16850,"X"
1,16918,"X"
1,16956,"X"
1,16981,"X"
1,17154,"X"
1,17177,"X"
1,17236,"X"
1,17305,"X"
1,17448,"X"
1,17588,"X"
1,17757,"X"
1,17852,"X"
1,18004,"X"
1,18130,"X"
1,18231,"X"
1,18435,"X"
1,18488,"X"
1,18640,"X"
1,18657,"X"
1,18718,"X"
1,18764,"X"
1,18783,"X"
1,18945,"X"
1,18949,"X"
1,19057,"X"
1,19099,"X"
1,19204,"X"
1,19251,"X"
1,19262,"X"
1,19351,"X"
1,19441,"X"
1,19488,"X"
1,19551,"X"
1,19581,"X"
1,19624,"X"
1,19726,"X"
1,20079,"X"
1,20270,"X"
1,20363,"X"
1,20400,"X"
1,20425,"X"
1,20471,"X"
1,20550,"X"
1,20779,"X"
1,20828,"X"
1,20847,"X"
1,20973,"X"
1,21062,"X"
1,21185,"X"
1,21240,"X"
1,21257,"X"
1,21357,"X"
1,21386,"X"
1,21395,"X"
1,21480,"X"
1,21493,"X"
1,21523,"X"
1,21566,"YAL064W"
1,21706,"X"
1,21993,"X"
1,22049,"X"
1,22183,"X"
1,22309,"X"
1,22340,"X"
1,22374,"X"
1,22414,"X"
1,22506,"X"
1,22520,"X"
1,22573,"X"
1,22584,"X"
1,22644,"X"
1,22651,"X"
1,22703,"X"
1,22993,"X"
1,23179,"X"
1,23254,"X"
1,23281,"X"
1,23467,"X"
1,23472,"X"
1,23543,"X"
1,23574,"X"
1,23619,"X"
1,23666,"X"
1,23763,"X"
1,23792,"X"
1,23939,"X"
1,24028,"X"
1,24267,"X"
1,24478,"X"
1,24578,"X"
1,24794,"X"
1,24876,"X"
1,24890,"X"
1,24947,"X"
1,24995,"X"
1,25114,"X"
1,25121,"X"
1,25130,"X"
1,25190,"X"
1,25319,"X"
1,25376,"X"
1,25393,"X"
1,25459,"X"
1,25502,"X"
1,25637,"X"
1,25684,"X"
1,25772,"X"
1,25789,"X"
1,25907,"X"
1,25924,"X"
1,26042,"X"
1,26059,"X"
1,26177,"X"
1,26312,"X"
1,26329,"X"
1,26447,"X"
1,26464,"X"
1,26582,"X"
1,26599,"X"
1,26717,"X"
1,26734,"X"
1,26852,"X"
1,26987,"X"
1,27122,"X"
1,27175,"X"
1,27383,"X"
1,27400,"X"
1,27509,"X"
1,27608,"X"
1,27689,"X"
1,27794,"X"
1,27934,"X"
1,27954,"X"
1,28049,"X"
1,28122,"X"
1,28219,"X"
1,28256,"X"
1,28324,"X"
1,28341,"X"
1,28349,"X"
1,28423,"X"
1,28560,"X"
1,28648,"X"
1,28840,"X"
1,28971,"X"
1,29076,"X"
1,29083,"X"
1,29143,"X"
1,29565,"X"
1,29602,"X"
1,29656,"X"
1,29685,"X"
1,29724,"X"
1,29798,"X"
1,29866,"X"
1,29953,"X"
1,29981,"X"
1,30111,"X"
1,30143,"X"
1,30162,"X"
1,30182,"X"
1,30197,"X"
1,30281,"X"
1,30363,"X"
1,30399,"X"
1,30441,"X"
1,30454,"X"
1,30518,"X"
1,30549,"X"
1,30597,"X"
1,30646,"X"
1,30679,"X"
1,30689,"X"
1,30726,"X"
1,30789,"X"
1,31056,"X"
1,31145,"X"
1,31256,"X"
1,31273,"X"
1,31353,"X"
1,31567,"YAL062W"
1,31601,"X"
1,31865,"X"
1,31958,"X"
1,32189,"X"
1,32249,"X"
1,32414,"X"
1,32469,"X"
1,32648,"X"
1,33012,"X"
1,33100,"X"
1,33114,"X"
1,33166,"X"
1,33225,"X"
1,33252,"X"
1,33266,"X"
1,33448,"YAL061W"
1,33527,"X"
1,33549,"X"
1,33578,"X"
1,33753,"X"
1,33801,"X"
1,33986,"X"
1,34217,"X"
1,34274,"X"
1,34373,"X"
1,34514,"X"
1,34610,"X"
1,34698,"X"
1,34807,"X"
1,34969,"X"
1,35037,"X"
1,35063,"X"
1,35155,"YAL060W"
1,35201,"X"
1,35447,"X"
1,35544,"X"
1,35654,"X"
1,35693,"X"
1,35927,"X"
1,36107,"X"
1,36303,"X"
1,36356,"X"
1,36385,"X"
1,36464,"X"
1,36509,"YAL059W"
1,36627,"X"
1,36720,"X"
1,36954,"X"
1,37029,"X"
1,37134,"X"
1,37159,"X"
1,37281,"X"
1,37360,"X"
1,37383,"X"
1,37387,"X"
1,37464,"YAL058W"
1,37484,"X"
1,37636,"X"
1,37664,"X"
1,37774,"X"
1,37876,"X"
1,37897,"X"
1,37960,"X"
1,38089,"X"
1,38212,"X"
1,38233,"X"
1,38293,"X"
1,38326,"X"
1,38345,"X"
1,38426,"X"
1,38506,"X"
1,38567,"X"
1,38698,"X"
1,38779,"X"
1,38995,"X"
1,39036,"X"
1,39068,"X"
1,39076,"X"
1,39120,"X"
1,39135,"X"
1,39259,"YAL056W"
1,39279,"X"
1,39305,"X"
1,39491,"X"
1,39548,"X"
1,39590,"X"
1,39831,"X"
1,39902,"X"
1,39941,"X"
1,40007,"X"
1,40124,"X"
1,40158,"X"
1,40169,"X"
1,40286,"X"
1,40305,"X"
1,40356,"X"
1,40400,"X"
1,40556,"X"
1,40796,"X"
1,40817,"X"
1,40970,"X"
1,41108,"X"
1,41342,"X"
1,41406,"X"
1,41456,"X"
1,41520,"X"
1,41552,"X"
1,41705,"X"
1,41852,"X"
1,41916,"X"
1,42123,"X"
1,42135,"X"
1,42146,"X"
1,42177,"YAL055W"
1,42301,"X"
1,42362,"X"
1,42424,"X"
1,42487,"X"
1,42548,"X"
1,42625,"X"
1,42691,"X"
1,42710,"X"
1,42905,"X"
1,42915,"X"
1,43057,"X"
1,43091,"X"
1,43162,"X"
1,43403,"X"
1,43429,"X"
1,43537,"X"
1,43592,"X"
1,43629,"X"
1,43730,"X"
1,43935,"X"
1,43989,"X"
1,44027,"X"
1,44080,"X"
1,44165,"X"
1,44265,"X"
1,44379,"X"
1,44532,"X"
1,44571,"X"
1,44600,"X"
1,44650,"X"
1,44694,"X"
1,44710,"X"
1,44862,"X"
1,44897,"X"
1,44998,"X"
1,45058,"X"
1,45133,"X"
1,45226,"X"
1,45311,"X"
1,45390,"X"
1,45422,"X"
1,45514,"X"
1,45549,"X"
1,45701,"X"
1,45742,"X"
1,45746,"X"
1,45899,"YAL053W"
1,46134,"X"
1,46204,"X"
1,46254,"X"
1,46365,"X"
1,46440,"X"
1,46645,"X"
1,46713,"X"
1,47199,"X"
1,47241,"X"
1,47403,"X"
1,47538,"X"
1,47577,"X"
1,47739,"X"
1,47763,"X"
1,47865,"X"
1,47919,"X"
1,48432,"X"
1,48564,"YAL051W"
1,48595,"X"
1,48809,"X"
1,48829,"X"
1,48847,"X"
1,48970,"X"
1,49096,"X"
1,49378,"X"
1,49555,"X"
1,49907,"X"
1,49942,"X"
1,49958,"X"
1,50413,"X"
1,50530,"X"
1,50722,"X"
1,50803,"X"
1,51079,"X"
1,51113,"X"
1,51236,"X"
1,51274,"X"
1,51373,"X"
1,51398,"X"
1,51559,"X"
1,51775,"X"
1,51870,"X"
1,51931,"X"
1,52117,"X"
1,52130,"X"
1,52134,"X"
1,52261,"X"
1,52299,"X"
1,52340,"X"
1,52381,"X"
1,52589,"X"
1,52695,"X"
1,52883,"X"
1,53016,"X"
1,53021,"X"
1,53143,"X"
1,53181,"X"
1,53255,"X"
1,53418,"X"
1,53429,"X"
1,53633,"X"
1,53848,"X"
1,53975,"X"
1,54132,"X"
1,54179,"X"
1,54189,"X"
1,54305,"X"
1,54487,"X"
1,54584,"YAL047W-A"
1,54642,"X"
1,54717,"X"
1,54929,"X"
1,54982,"X"
1,55030,"X"
1,55187,"X"
1,55209,"X"
1,55231,"X"
1,55335,"X"
1,55707,"X"
1,55787,"X"
1,55847,"X"
1,55917,"X"
1,55959,"X"
1,56058,"X"
1,56075,"X"
1,56125,"X"
1,56225,"X"
1,56250,"X"
1,56348,"X"
1,56569,"X"
1,56604,"X"
1,56700,"X"
1,56711,"X"
1,56716,"X"
1,56730,"X"
1,56746,"X"
1,56825,"X"
1,57031,"X"
1,57083,"X"
1,57138,"X"
1,57341,"X"
1,57416,"X"
1,57450,"X"
1,57460,"X"
1,57518,"YAL044W-A"
1,57543,"X"
1,57648,"X"
1,57795,"X"
1,57831,"X"
1,57918,"X"
1,57959,"X"
1,58170,"X"
1,58292,"X"
1,58348,"X"
1,58428,"X"
1,58468,"X"
1,58475,"X"
1,58569,"X"
1,58617,"X"
1,58663,"X"
1,58673,"X"
1,58761,"X"
1,58807,"X"
1,58881,"X"
1,58921,"X"
1,58952,"X"
1,59010,"X"
1,59053,"X"
1,59177,"X"
1,59315,"X"
1,59567,"X"
1,59593,"X"
1,59753,"X"
1,59872,"X"
1,60122,"X"
1,60154,"X"
1,60325,"X"
1,60472,"X"
1,60479,"X"
1,60635,"X"
1,60737,"X"
1,60949,"X"
1,60953,"X"
1,61046,"X"
1,61211,"X"
1,61252,"X"
1,61316,"YAL042W"
1,61665,"X"
1,61741,"X"
1,61815,"X"
1,61896,"X"
1,61923,"X"
1,62253,"X"
1,62744,"X"
1,62752,"X"
1,62840,"YAL041W"
1,62931,"X"
1,62977,"X"
1,63120,"X"
1,63438,"X"
1,63675,"X"
1,63819,"X"
1,63864,"X"
1,63936,"X"
1,64008,"X"
1,64242,"X"
1,64491,"X"
1,64747,"X"
1,64794,"X"
1,64842,"X"
1,64854,"X"
1,65028,"X"
1,65304,"X"
1,65331,"X"
1,65472,"X"
1,65532,"X"
1,65542,"X"
1,65636,"X"
1,65670,"X"
1,65708,"X"
1,65712,"X"
1,65757,"X"
1,65867,"X"
1,65884,"X"
1,65957,"X"
1,66066,"X"
1,66074,"X"
1,66125,"X"
1,66167,"X"
1,66178,"X"
1,66204,"X"
1,66290,"X"
1,66331,"X"
1,66395,"X"
1,66607,"X"
1,66653,"X"
1,66802,"X"
1,66890,"X"
1,66907,"X"
1,66933,"X"
1,67090,"X"
1,67174,"X"
1,67323,"X"
1,67378,"X"
1,67418,"X"
1,67575,"X"
1,67589,"X"
1,67643,"X"
1,67692,"X"
1,67804,"X"
1,67907,"X"
1,67987,"X"
1,68013,"X"
1,68266,"X"
1,68330,"X"
1,68372,"X"
1,68433,"X"
1,68542,"X"
1,68627,"X"
1,68958,"X"
1,68977,"X"
1,69047,"X"
1,69336,"X"
1,69411,"X"
1,69462,"X"
1,69574,"X"
1,69661,"X"
1,69796,"X"
1,70000,"X"
1,70067,"X"
1,70210,"X"
1,70258,"X"
1,70311,"X"
1,70339,"X"
1,70343,"X"
1,70528,"X"
1,70557,"X"
1,70657,"X"
1,70712,"X"
1,70767,"X"
1,70777,"X"
1,70787,"X"
1,70937,"X"
1,71081,"X"
1,71128,"X"
1,71319,"X"
1,71334,"X"
1,71418,"X"
1,71434,"X"
1,71457,"X"
1,71461,"X"
1,71644,"X"
1,71786,"YAL038W"
1,72078,"X"
1,72126,"X"
1,72339,"X"
1,72444,"X"
1,72735,"X"
1,73060,"X"
1,73146,"X"
1,73299,"X"
1,73307,"X"
1,73357,"X"
1,73442,"X"
1,73581,"X"
1,73674,"X"
1,73686,"X"
1,73705,"X"
1,73756,"X"
1,73912,"X"
1,73938,"X"
1,74020,"YAL037W"
1,74054,"X"
1,74084,"X"
1,74135,"X"
1,74423,"X"
1,74654,"X"
1,74672,"X"
1,74748,"X"
1,74895,"X"
1,74904,"X"
1,74974,"X"
1,75056,"X"
1,75169,"X"
1,75293,"X"
1,75416,"X"
1,75553,"X"
1,75561,"X"
1,75707,"X"
1,75833,"X"
1,76011,"X"
1,76072,"X"
1,76276,"X"
1,76427,"YAL035W"
1,76467,"X"
1,76674,"X"
1,76818,"X"
1,77235,"X"
1,77391,"X"
1,77811,"X"
1,78033,"X"
1,78198,"X"
1,78369,"X"
1,78429,"X"
1,78504,"X"
1,78555,"X"
1,78609,"X"
1,78642,"X"
1,78798,"X"
1,78840,"X"
1,78853,"X"
1,78861,"X"
1,79021,"X"
1,79293,"X"
1,79432,"X"
1,79484,"X"
1,79718,"YAL034W-A"
1,79791,"X"
1,79812,"X"
1,79974,"X"
1,80022,"X"
1,80064,"X"
1,80139,"X"
1,80227,"X"
1,80238,"X"
1,80280,"X"
1,80322,"X"
1,80445,"X"
1,80508,"X"
1,80574,"X"
1,80606,"X"
1,80625,"X"
1,80682,"X"
1,80778,"X"
1,81069,"X"
1,81100,"X"
1,81113,"X"
1,81141,"X"
1,81169,"X"
1,81321,"X"
1,81400,"X"
1,81440,"X"
1,81453,"X"
1,81614,"X"
1,81672,"X"
1,81682,"X"
1,81803,"X"
1,81875,"X"
1,81950,"X"
1,81965,"X"
1,81973,"X"
1,81996,"X"
1,82023,"X"
1,82035,"X"
1,82119,"X"
1,82180,"X"
1,82226,"X"
1,82254,"X"
1,82282,"X"
1,82382,"X"
1,82386,"X"
1,82706,"YAL033W"
1,82830,"X"
1,82893,"X"
1,82966,"X"
1,83034,"X"
1,83160,"X"
1,83245,"X"
1,83304,"X"
1,83387,"X"
1,83465,"X"
1,83518,"X"
1,83885,"X"
1,84031,"X"
1,84111,"X"
1,84181,"X"
1,84204,"X"
1,84254,"X"
1,84442,"X"
1,84519,"X"
1,84638,"X"
1,84669,"YAL031W-A"
1,84694,"X"
1,84785,"X"
1,84932,"X"
1,85074,"X"
1,85114,"X"
1,85162,"X"
1,85246,"X"
1,85265,"X"
1,85305,"X"
1,85370,"X"
1,85390,"X"
1,85565,"X"
1,85587,"X"
1,85612,"X"
1,85845,"X"
1,85877,"X"
1,85923,"X"
1,86063,"X"
1,86097,"X"
1,86108,"X"
1,86216,"X"
1,86290,"X"
1,86301,"X"
1,86318,"X"
1,86428,"X"
1,86562,"X"
1,86735,"X"
1,86796,"X"
1,86855,"X"
1,86922,"X"
1,87121,"X"
1,87132,"X"
1,87286,"X"
1,87314,"X"
1,87460,"X"
1,87525,"X"
1,87766,"X"
1,87808,"X"
1,87945,"X"
1,88380,"X"
1,88513,"X"
1,88527,"X"
1,88655,"X"
1,88753,"X"
1,88843,"X"
1,88925,"X"
1,89066,"X"
1,89257,"X"
1,89342,"X"
1,89419,"X"
1,89542,"X"
1,89576,"X"
1,89638,"X"
1,89747,"X"
1,89755,"X"
1,89796,"X"
1,89860,"X"
1,89914,"X"
1,89960,"X"
1,90164,"X"
1,90251,"X"
1,90277,"X"
1,90291,"X"
1,90310,"X"
1,90501,"X"
1,90573,"X"
1,90668,"X"
1,90748,"X"
1,90890,"X"
1,90906,"X"
1,90951,"X"
1,90983,"X"
1,90994,"X"
1,91169,"X"
1,91307,"X"
1,91360,"X"
1,91389,"X"
1,91406,"X"
1,91413,"X"
1,91546,"X"
1,91738,"X"
1,91809,"X"
1,91984,"X"
1,92030,"X"
1,92097,"X"
1,92131,"X"
1,92264,"X"
1,92269,"X"
1,92392,"X"
1,92472,"X"
1,92639,"X"
1,92653,"X"
1,92720,"X"
1,92821,"X"
1,92860,"X"
1,92900,"YAL028W"
1,92907,"X"
1,92946,"X"
1,93030,"X"
1,93073,"X"
1,93357,"X"
1,93597,"X"
1,93816,"X"
1,93966,"X"
1,94044,"X"
1,94059,"X"
1,94141,"X"
1,94450,"X"
1,94511,"X"
1,94553,"X"
1,94589,"X"
1,94608,"X"
1,94687,"YAL027W"
1,94778,"X"
1,95060,"X"
1,95231,"X"
1,95303,"X"
1,95402,"X"
1,95469,"X"
1,95491,"X"
1,95531,"X"
1,95538,"X"
1,95641,"X"
1,95698,"X"
1,95709,"X"
1,95919,"X"
1,95990,"X"
1,96135,"X"
1,96143,"X"
1,96204,"X"
1,96267,"X"
1,96305,"X"
1,96360,"X"
1,96386,"X"
1,96516,"X"
1,96568,"X"
1,96579,"X"
1,96627,"X"
1,96634,"X"
1,96698,"X"
1,96800,"X"
1,96843,"X"
1,96994,"X"
1,97008,"X"
1,97034,"X"
1,97049,"X"
1,97116,"X"
1,97228,"X"
1,97351,"X"
1,97374,"X"
1,97463,"X"
1,97518,"X"
1,97686,"X"
1,97788,"X"
1,97796,"X"
1,97813,"X"
1,97958,"X"
1,98065,"X"
1,98206,"X"
1,98270,"X"
1,98347,"X"
1,98432,"X"
1,98464,"X"
1,98601,"X"
1,98725,"X"
1,98736,"X"
1,98825,"X"
1,98991,"X"
1,98998,"X"
1,99092,"X"
1,99138,"X"
1,99284,"X"
1,99406,"X"
1,99452,"X"
1,99479,"X"
1,99495,"X"
1,99542,"X"
1,99605,"X"
1,99696,"X"
1,99712,"X"
1,99818,"X"
1,99975,"X"
1,100046,"X"
1,100129,"X"
1,100200,"X"
1,100608,"X"
1,100661,"X"
1,100767,"X"
1,100790,"X"
1,100828,"X"
1,101019,"X"
1,101095,"X"
1,101175,"X"
1,101215,"X"
1,101352,"X"
1,101399,"X"
1,101443,"X"
1,101465,"X"
1,101469,"X"
1,101600,"X"
1,101680,"X"
1,101797,"X"
1,101930,"X"
1,101974,"X"
1,101987,"X"
1,102005,"X"
1,102043,"X"
1,102198,"X"
1,102308,"X"
1,102557,"X"
1,102671,"X"
1,102821,"X"
1,102832,"X"
1,102993,"X"
1,103053,"X"
1,103058,"X"
1,103228,"X"
1,103367,"X"
1,103474,"X"
1,103522,"X"
1,103580,"X"
1,103584,"X"
1,103625,"X"
1,103825,"X"
1,103880,"X"
1,104013,"X"
1,104073,"X"
1,104183,"X"
1,104237,"X"
1,104296,"X"
1,104406,"X"
1,104410,"X"
1,104502,"X"
1,104527,"X"
1,104615,"X"
1,104712,"X"
1,104783,"X"
1,104825,"X"
1,104951,"X"
1,105037,"X"
1,105101,"X"
1,105206,"X"
1,105262,"X"
1,105324,"X"
1,105332,"X"
1,105396,"X"
1,105457,"X"
1,105497,"X"
1,105538,"X"
1,105543,"X"
1,105652,"X"
1,105716,"X"
1,105833,"X"
1,105871,"X"
1,105896,"X"
1,106068,"X"
1,106247,"X"
1,106261,"X"
1,106274,"X"
1,106399,"X"
1,106521,"X"
1,106546,"X"
1,106556,"X"
1,106625,"X"
1,106687,"X"
1,106691,"X"
1,106811,"X"
1,106876,"X"
1,106890,"X"
1,106894,"X"
1,106975,"X"
1,107006,"X"
1,107123,"X"
1,107164,"X"
1,107332,"X"
1,107354,"X"
1,107500,"X"
1,107582,"X"
1,107610,"X"
1,107628,"X"
1,107717,"X"
1,107722,"X"
1,107782,"X"
1,107915,"X"
1,108059,"X"
1,108213,"X"
1,108298,"X"
1,108332,"X"
1,108579,"X"
1,108619,"X"
1,108638,"X"
1,108780,"X"
1,108846,"X"
1,108862,"X"
1,108899,"X"
1,108920,"X"
1,109139,"X"
1,109185,"X"
1,109193,"X"
1,109289,"X"
1,109388,"X"
1,109585,"X"
1,109829,"X"
1,109927,"X"
1,110030,"X"
1,110199,"X"
1,110320,"X"
1,110353,"X"
1,110402,"X"
1,110445,"X"
1,110725,"X"
1,110756,"X"
1,110796,"X"
1,110899,"X"
1,110906,"X"
1,110999,"X"
1,111037,"X"
1,111058,"X"
1,111158,"X"
1,111207,"X"
1,111211,"X"
1,111274,"X"
1,111302,"X"
1,111365,"X"
1,111384,"X"
1,111513,"X"
1,111593,"X"
1,111875,"X"
1,111939,"X"
1,112102,"X"
1,112119,"X"
1,112156,"X"
1,112193,"X"
1,112302,"X"
1,112510,"X"
1,112729,"X"
1,112833,"X"
1,112874,"X"
1,112962,"X"
1,113285,"X"
1,113414,"X"
1,113550,"X"
1,113560,"X"
1,113567,"X"
1,113725,"X"
1,113866,"X"
1,113933,"X"
1,114003,"X"
1,114221,"X"
1,114243,"X"
1,114250,"YAL019W-A"
1,114641,"X"
1,114779,"X"
1,114919,"YAL019W"
1,114938,"X"
1,115034,"X"
1,115275,"X"
1,115370,"X"
1,115586,"X"
1,115655,"X"
1,115703,"X"
1,115757,"X"
1,115874,"X"
1,115898,"X"
1,116012,"X"
1,116037,"X"
1,116079,"X"
1,116141,"X"
1,116261,"X"
1,116393,"X"
1,116567,"X"
1,116694,"X"
1,116730,"X"
1,116873,"X"
1,117011,"X"
1,117407,"X"
1,117455,"X"
1,117575,"X"
1,117602,"X"
1,117699,"X"
1,117743,"X"
1,117908,"X"
1,117926,"X"
1,117956,"X"
1,118232,"X"
1,118277,"X"
1,118404,"X"
1,118486,"X"
1,118510,"X"
1,118545,"X"
1,118648,"X"
1,118691,"X"
1,118746,"X"
1,118793,"X"
1,118844,"X"
1,118864,"X"
1,118937,"X"
1,118956,"X"
1,119071,"X"
1,119134,"X"
1,119141,"X"
1,119327,"X"
1,119331,"X"
1,119346,"X"
1,119444,"X"
1,119454,"X"
1,119568,"X"
1,119628,"X"
1,119670,"X"
1,119695,"X"
1,119708,"X"
1,119805,"X"
1,119813,"X"
1,120225,"YAL017W"
1,120286,"X"
1,120370,"X"
1,120433,"X"
1,120574,"X"
1,120607,"X"
1,120736,"X"
1,120862,"X"
1,121066,"X"
1,121153,"X"
1,121219,"X"
1,121477,"X"
1,121498,"X"
1,121558,"X"
1,121657,"X"
1,121693,"X"
1,121850,"X"
1,121921,"X"
1,121945,"X"
1,121993,"X"
1,122140,"X"
1,122227,"X"
1,122278,"X"
1,122290,"X"
1,122402,"X"
1,122431,"X"
1,122623,"X"
1,122755,"X"
1,123016,"X"
1,123490,"X"
1,123544,"X"
1,123560,"X"
1,123632,"X"
1,123706,"X"
1,123788,"X"
1,123922,"X"
1,123985,"X"
1,124030,"X"
1,124063,"X"
1,124147,"X"
1,124180,"X"
1,124280,"X"
1,124303,"X"
1,124339,"X"
1,124365,"X"
1,124429,"X"
1,124443,"X"
1,124475,"X"
1,124611,"X"
1,124649,"X"
1,124701,"X"
1,124879,"YAL016W"
1,125009,"X"
1,125021,"X"
1,125138,"X"
1,125438,"X"
1,125489,"X"
1,125699,"X"
1,125834,"X"
1,125882,"X"
1,125933,"X"
1,126107,"X"
1,126158,"X"
1,126321,"X"
1,126422,"X"
1,126533,"X"
1,126662,"X"
1,126722,"X"
1,126762,"X"
1,126818,"X"
1,126830,"X"
1,127048,"X"
1,127138,"X"
1,127346,"X"
1,127503,"X"
1,127553,"X"
1,127600,"X"
1,127643,"X"
1,127738,"X"
1,127742,"X"
1,127805,"X"
1,127868,"X"
1,128078,"X"
1,128148,"X"
1,128249,"X"
1,128345,"X"
1,128349,"X"
1,128460,"X"
1,128465,"X"
1,128562,"X"
1,128611,"X"
1,128633,"X"
1,129066,"X"
1,129176,"X"
1,129270,"YAL013W"
1,129547,"X"
1,129565,"X"
1,129706,"X"
1,129871,"X"
1,130019,"X"
1,130174,"X"
1,130533,"X"
1,130681,"X"
1,130692,"X"
1,130799,"YAL012W"
1,130842,"X"
1,131085,"X"
1,131526,"X"
1,131703,"X"
1,132098,"X"
1,132156,"X"
1,132160,"X"
1,132302,"X"
1,132356,"X"
1,132725,"X"
1,132744,"X"
1,132800,"X"
1,133010,"X"
1,133319,"X"
1,133385,"X"
1,133640,"X"
1,133751,"X"
1,133985,"X"
1,134033,"X"
1,134112,"X"
1,134186,"X"
1,134206,"X"
1,134402,"X"
1,134434,"X"
1,134498,"X"
1,134709,"X"
1,134741,"X"
1,134822,"X"
1,134835,"X"
1,134895,"X"
1,135368,"X"
1,135412,"X"
1,135500,"X"
1,135566,"X"
1,135615,"X"
1,135778,"X"
1,135854,"YAL009W"
1,135876,"X"
1,136029,"X"
1,136149,"X"
1,136431,"X"
1,136546,"X"
1,136630,"X"
1,136700,"X"
1,136914,"YAL008W"
1,136960,"X"
1,136994,"X"
1,137119,"X"
1,137299,"X"
1,137330,"X"
1,137425,"X"
1,137497,"X"
1,137507,"X"
1,137520,"X"
1,137771,"X"
1,137927,"X"
1,137953,"X"
1,138231,"X"
1,138270,"X"
1,138308,"X"
1,138360,"X"
1,138501,"X"
1,138612,"X"
1,138622,"X"
1,138674,"X"
1,138890,"X"
1,138933,"X"
1,138952,"X"
1,138970,"X"
1,139005,"X"
1,139064,"X"
1,139171,"X"
1,139218,"X"
1,139395,"X"
